0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,511,0,522,39,1
0,511,0,522,39,1
0,511,0,522,39,1
0,511,0,522,39,1
0,511,0,522,39,1
0,512,0,529,39,1
0,512,0,529,39,1
0,512,0,529,39,1
0,512,0,529,39,1
0,512,0,529,39,1
0,512,0,514,39,1
0,512,0,514,39,1
0,512,0,514,39,1
0,512,0,514,39,1
0,512,0,514,39,1
0,512,0,514,39,1
0,512,0,514,39,1
0,511,0,528,39,1
0,511,0,528,39,1
0,511,0,528,39,1
0,511,0,528,39,1
0,511,0,528,39,1
0,511,0,528,39,1
0,511,0,519,39,1
0,511,0,519,39,1
0,511,0,519,39,1
0,511,0,519,39,1
0,511,0,519,39,1
0,511,0,519,39,1
0,512,0,527,39,1
0,512,0,527,39,1
0,512,0,527,39,1
0,512,0,527,39,1
0,512,0,527,39,1
0,512,0,527,39,1
0,512,0,527,39,1
0,511,0,530,39,1
0,511,0,530,39,1
0,511,0,530,39,1
0,511,0,530,39,1
0,511,0,530,39,1
0,511,0,530,39,1
0,513,0,519,39,1
0,513,0,519,39,1
0,513,0,519,39,1
0,513,0,519,39,1
0,513,0,519,39,1
0,513,0,519,39,1
0,509,0,527,39,1
0,509,0,527,39,1
0,509,0,527,39,1
0,509,0,527,39,1
0,509,0,527,39,1
0,509,0,516,39,1
0,509,0,516,39,1
0,509,0,516,39,1
0,509,0,516,39,1
0,509,0,516,39,1
0,509,0,516,39,1
0,509,0,516,39,1
0,509,0,521,39,1
0,509,0,521,39,1
0,509,0,521,39,1
0,509,0,521,39,1
0,509,0,521,39,1
0,511,0,528,39,1
0,511,0,528,39,1
0,511,0,528,39,1
0,511,0,528,39,1
0,511,0,528,39,1
0,511,0,511,39,1
0,511,0,511,39,1
0,511,0,511,39,1
0,511,0,511,39,1
0,511,0,511,39,1
0,511,0,511,39,1
0,511,0,511,39,1
0,511,0,511,39,1
0,513,0,519,39,1
0,513,0,519,39,1
0,513,0,519,39,1
0,513,0,519,39,1
0,513,0,519,39,1
0,509,0,528,39,1
0,509,0,528,39,1
0,509,0,528,39,1
0,509,0,528,39,1
0,509,0,528,39,1
0,509,0,528,39,1
0,511,0,526,39,1
0,511,0,526,39,1
0,511,0,526,39,1
0,511,0,526,39,1
0,511,0,526,39,1
0,511,0,526,39,1
0,511,0,524,39,1
0,511,0,524,39,1
0,511,0,524,39,1
0,511,0,524,39,1
0,511,0,524,39,1
0,511,0,532,39,1
0,511,0,532,39,1
0,511,0,532,39,1
0,511,0,532,39,1
0,511,0,532,39,1
0,511,0,532,39,1
0,511,0,532,39,1
0,514,0,535,39,1
0,514,0,535,39,1
0,514,0,535,39,1
0,514,0,535,39,1
0,514,0,535,39,1
0,514,0,535,39,1
0,514,0,535,39,1
0,512,0,531,39,1
0,512,0,531,39,1
0,512,0,531,39,1
0,512,0,531,39,1
0,511,0,526,39,1
0,511,0,526,39,1
0,511,0,526,39,1
0,511,0,526,39,1
0,511,0,526,39,1
0,511,0,526,39,1
0,511,0,526,39,1
0,512,0,519,39,1
0,512,0,519,39,1
0,512,0,519,39,1
0,512,0,519,39,1
0,512,0,519,39,1
0,512,0,519,39,1
0,512,0,521,39,1
0,512,0,521,39,1
0,512,0,521,39,1
0,512,0,521,39,1
0,512,0,521,39,1
0,511,0,526,39,1
0,511,0,526,39,1
0,511,0,526,39,1
0,511,0,526,39,1
0,511,0,526,39,1
0,511,0,526,39,1
0,511,0,526,39,1
0,511,0,526,39,1
0,512,0,518,39,1
0,512,0,518,39,1
0,512,0,518,39,1
0,512,0,518,39,1
0,512,0,518,39,1
0,512,0,543,39,1
0,512,0,543,39,1
0,512,0,543,39,1
0,512,0,543,39,1
0,512,0,543,39,1
0,512,0,543,39,1
0,510,0,527,39,1
0,510,0,527,39,1
0,510,0,527,39,1
0,510,0,527,39,1
0,510,0,527,39,1
0,508,0,527,39,1
0,508,0,527,39,1
0,508,0,527,39,1
0,508,0,527,39,1
0,508,0,527,39,1
0,508,0,527,39,1
0,508,0,527,39,1
0,510,0,538,39,1
0,510,0,538,39,1
0,510,0,538,39,1
0,510,0,538,39,1
0,510,0,538,39,1
0,510,0,520,39,1
0,510,0,520,39,1
0,510,0,520,39,1
0,510,0,520,39,1
0,510,0,520,39,1
0,510,0,520,39,1
0,510,0,520,39,1
0,514,0,527,39,1
0,514,0,527,39,1
0,514,0,527,39,1
0,514,0,527,39,1
0,514,0,527,39,1
0,514,0,527,39,1
0,510,0,526,39,1
0,510,0,526,39,1
0,510,0,526,39,1
0,510,0,526,39,1
0,510,0,526,39,1
0,510,0,526,39,1
0,510,0,526,39,1
0,510,0,505,39,1
0,510,0,505,39,1
0,510,0,505,39,1
0,510,0,505,39,1
0,513,0,540,39,1
0,513,0,540,39,1
0,513,0,540,39,1
0,513,0,540,39,1
0,513,0,540,39,1
0,513,0,540,39,1
0,513,0,540,39,1
0,513,0,540,39,1
0,512,0,527,39,1
0,512,0,527,39,1
0,512,0,527,39,1
0,512,0,527,39,1
0,512,0,527,39,1
0,512,0,527,39,1
0,511,0,525,39,1
0,511,0,525,39,1
0,511,0,525,39,1
0,511,0,525,39,1
0,511,0,525,39,1
0,510,0,514,39,1
0,510,0,514,39,1
0,510,0,514,39,1
0,510,0,514,39,1
0,510,0,514,39,1
0,510,0,514,39,1
0,510,0,517,39,1
0,510,0,517,39,1
0,510,0,517,39,1
0,510,0,517,39,1
0,510,0,517,39,1
0,510,0,529,39,1
0,510,0,529,39,1
0,510,0,529,39,1
0,510,0,529,39,1
0,510,0,529,39,1
0,510,0,529,39,1
0,510,0,529,39,1
0,512,0,529,39,1
0,512,0,529,39,1
0,512,0,529,39,1
0,512,0,529,39,1
0,512,0,529,39,1
0,512,0,529,39,1
0,511,0,528,39,1
0,511,0,528,39,1
0,511,0,528,39,1
0,511,0,528,39,1
0,511,0,528,39,1
0,511,0,528,39,1
0,511,0,528,39,1
0,512,0,516,39,1
0,512,0,516,39,1
0,512,0,516,39,1
0,512,0,516,39,1
0,512,0,516,39,1
0,511,0,520,39,1
0,511,0,520,39,1
0,511,0,520,39,1
0,511,0,520,39,1
0,511,0,520,39,1
0,511,0,520,39,1
0,511,0,520,39,1
0,512,0,529,39,1
0,512,0,529,39,1
0,512,0,529,39,1
0,512,0,529,39,1
0,512,0,529,39,1
0,511,0,527,39,1
0,511,0,527,39,1
0,511,0,527,39,1
0,511,0,527,39,1
0,511,0,527,39,1
0,511,0,527,39,1
0,511,0,521,39,1
0,511,0,521,39,1
0,511,0,521,39,1
0,511,0,521,39,1
0,511,0,521,39,1
0,511,0,521,39,1
0,512,0,517,39,1
0,512,0,517,39,1
0,512,0,517,39,1
0,512,0,517,39,1
0,512,0,517,39,1
0,512,0,517,39,1
0,512,0,517,39,1
0,512,0,532,39,1
0,512,0,532,39,1
0,512,0,532,39,1
0,512,0,532,39,1
0,512,0,532,39,1
0,515,0,519,39,1
0,515,0,519,39,1
0,515,0,519,39,1
0,515,0,519,39,1
0,515,0,519,39,1
0,515,0,519,39,1
0,510,0,516,39,1
0,510,0,516,39,1
0,510,0,516,39,1
0,510,0,516,39,1
0,510,0,516,39,1
0,510,0,516,39,1
0,511,0,523,39,1
0,511,0,523,39,1
0,511,0,523,39,1
0,511,0,523,39,1
0,511,0,523,39,1
0,511,0,523,39,1
0,509,0,521,39,1
0,509,0,521,39,1
0,509,0,521,39,1
0,509,0,521,39,1
0,509,0,521,39,1
0,509,0,521,39,1
0,513,0,520,39,1
0,513,0,520,39,1
0,513,0,520,39,1
0,513,0,520,39,1
0,513,0,520,39,1
0,513,0,520,39,1
0,513,0,520,39,1
0,508,0,528,39,1
0,508,0,528,39,1
0,508,0,528,39,1
0,508,0,528,39,1
0,513,0,515,39,1
